MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SaleType,SalePrice
RL,72.0,10011,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1957,1996,Gable,HdBoard,HdBoard,BrkFace,64.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,360,Unf,710,1070,GasA,Avg,Y,SBrkr,1236,0,1236,0,1,0,2,AboveAvg,6,Min1,1,BelowAvg,Attchd,1957.0,Unf,1,447,Avg,Avg,Y,0,0,0,,MnPrv,,2006,WD,134450
RL,73.0,9066,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,320.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Mn,GLQ,668,Unf,336,1004,GasA,AboveAvg,Y,SBrkr,1004,848,1852,0,2,1,3,AboveAvg,7,Typ,2,Avg,Attchd,1999.0,Fin,3,660,Avg,Avg,Y,224,106,0,,GdPrv,,2008,WD,230000
RL,54.0,7244,,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,VinylSd,VinylSd,None,0.0,Avg,AboveAvg,CBlock,AboveAvg,Avg,Av,ALQ,619,Unf,149,768,GasA,AboveAvg,Y,SBrkr,768,0,768,1,1,0,2,Avg,5,Typ,0,,Detchd,1987.0,Unf,2,624,Avg,Avg,Y,104,0,0,,,,2007,WD,129500
RL,,11250,,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,Av,Unf,0,Unf,1104,1104,GasA,AboveAvg,Y,FuseA,1104,684,1788,1,1,0,5,Avg,8,Min2,2,Avg,Attchd,1957.0,Unf,1,304,Avg,Avg,Y,120,0,0,,,,2009,WD,161500
RL,85.0,14536,,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,BrkFace,236.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,GLQ,1300,Unf,316,1616,GasA,AboveAvg,Y,SBrkr,1629,0,1629,1,2,0,3,AboveAvg,9,Typ,1,AboveAvg,Attchd,2002.0,Fin,3,808,Avg,Avg,Y,0,252,0,,,,2007,WD,270000
RL,60.0,21930,,IR3,Lvl,Inside,Gtl,Gilbert,RR,1Fam,2Story,5,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,AboveAvg,Av,Unf,0,Unf,732,732,GasA,AboveAvg,Y,SBrkr,734,1104,1838,0,2,1,4,Avg,7,Typ,1,AboveAvg,BuiltIn,2005.0,Fin,2,372,Avg,Avg,Y,100,40,0,,,,2006,WD,192140
RL,100.0,21750,,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,4,1960,2006,Hip,HdBoard,HdBoard,BrkFace,75.0,Avg,BelowAvg,other,,,,,0,,0,0,GasA,Avg,Y,SBrkr,1771,0,1771,0,1,0,3,Avg,9,Min1,1,Avg,Attchd,1960.0,Unf,2,336,Avg,Avg,Y,0,0,0,,GdPrv,,2009,WD,115000
RL,60.0,7200,,Reg,Lvl,Corner,Gtl,other,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,252.0,Avg,Avg,BrkTil,AboveAvg,Avg,No,ALQ,569,Unf,162,731,GasA,AboveAvg,Y,SBrkr,981,787,1768,1,1,1,3,AboveAvg,7,Typ,2,Avg,Detchd,1939.0,Unf,1,240,Avg,Avg,Y,0,0,0,,MnPrv,,2007,WD,175000
RL,77.0,9320,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,569,Unf,381,950,GasA,BelowAvg,Y,SBrkr,1225,0,1225,1,1,1,3,Avg,6,Typ,0,,,,,0,0,,,Y,352,0,0,,,Shed,2010,WD,128950
RL,65.0,15426,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,821,Unf,107,928,GasA,AboveAvg,Y,SBrkr,928,836,1764,1,2,1,3,AboveAvg,7,Typ,0,,Attchd,1997.0,RFn,2,470,Avg,Avg,Y,276,99,0,,MnPrv,,2009,WD,231500
RL,,6173,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,Wd Sdng,BrkFace,75.0,Avg,Avg,CBlock,Avg,Avg,No,GLQ,599,Unf,277,876,GasA,Avg,Y,SBrkr,902,0,902,0,1,0,3,Avg,6,Typ,0,,Attchd,1967.0,Unf,1,288,Avg,Avg,Y,0,0,0,,MnPrv,,2007,WD,125500
RL,78.0,10140,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,No,ALQ,788,Unf,268,1056,GasA,AboveAvg,Y,SBrkr,1074,0,1074,1,1,1,3,Avg,6,Typ,0,,Attchd,1975.0,RFn,2,495,Avg,Avg,Y,0,88,0,,MnPrv,,2006,WD,153500
RM,35.0,6300,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,742,742,GasA,AboveAvg,Y,SBrkr,742,742,1484,0,2,0,3,Avg,9,Typ,1,AboveAvg,,,,0,0,,,Y,0,291,0,,,,2008,WD,128000
RL,44.0,5306,,IR1,Lvl,Inside,Gtl,other,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,HdBoard,HdBoard,None,0.0,AboveAvg,AboveAvg,PConc,AboveAvg,AboveAvg,No,GLQ,495,Rec,354,1064,GasA,AboveAvg,Y,SBrkr,1064,703,1767,1,2,0,2,AboveAvg,5,Typ,1,Avg,Attchd,1987.0,RFn,2,504,AboveAvg,Avg,Y,441,35,0,,,,2006,WD,239000
RM,44.0,4224,,Reg,Lvl,Inside,Gtl,other,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CemntBd,CmentBd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,ALQ,874,Unf,268,1142,GasA,Avg,Y,SBrkr,1142,0,1142,1,1,1,3,Avg,6,Typ,1,BelowAvg,Attchd,1976.0,Fin,2,528,Avg,Avg,Y,536,90,0,,MnPrv,,2007,WD,134000
RL,54.0,7588,,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,6,1920,1950,Gable,other,other,None,0.0,Avg,Avg,BrkTil,BelowAvg,Avg,No,LwQ,352,Unf,441,793,GasA,AboveAvg,Y,SBrkr,901,901,1802,0,1,1,4,Avg,9,Typ,1,AboveAvg,Detchd,1920.0,Unf,1,216,BelowAvg,Avg,Y,0,0,0,,,,2006,WD,200100
RL,60.0,10434,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1955,1955,Gable,Plywood,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,1005,1005,GasA,Avg,Y,SBrkr,1005,0,1005,0,1,0,2,BelowAvg,5,Typ,1,Avg,Detchd,1977.0,Unf,2,672,BelowAvg,BelowAvg,Y,0,0,0,,,,2009,WD,115000
FV,24.0,2645,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,776,776,GasA,AboveAvg,Y,SBrkr,764,677,1441,0,2,1,2,AboveAvg,5,Typ,0,,Detchd,1999.0,Unf,2,492,Avg,Avg,Y,206,0,0,,,,2007,WD,174000
RM,51.0,6120,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,2Story,5,8,1920,2004,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,BrkTil,Avg,Avg,Mn,Unf,0,Unf,939,939,GasA,AboveAvg,Y,SBrkr,939,574,1513,0,1,1,4,Avg,8,Typ,0,,Detchd,1933.0,Unf,1,180,BelowAvg,BelowAvg,N,24,0,0,,,,2007,WD,137500
RL,87.0,10000,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,261.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,1116,1116,GasA,Avg,Y,SBrkr,1116,0,1116,0,1,1,3,Avg,5,Typ,0,,Attchd,1962.0,Unf,2,440,Avg,Avg,Y,0,0,0,,,,2010,WD,160000
RL,108.0,13418,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,Stone,132.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,Unf,0,Unf,1117,1117,GasA,AboveAvg,Y,SBrkr,1132,1320,2452,0,3,1,4,AboveAvg,9,Typ,1,AboveAvg,BuiltIn,2004.0,Fin,3,691,Avg,Avg,Y,113,32,0,,,,2006,WD,309000
RL,79.0,10634,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1953,1953,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,PConc,Avg,Avg,No,BLQ,428,LwQ,0,608,GasA,Avg,Y,SBrkr,1319,0,1319,1,1,0,3,Avg,5,Min2,0,,Attchd,1953.0,Unf,1,270,Avg,Avg,Y,66,0,0,,GdWo,,2009,WD,123000
RL,122.0,11923,,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,9,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1800,1800,GasA,AboveAvg,Y,SBrkr,1800,0,1800,0,2,0,2,AboveAvg,7,Typ,0,,Attchd,2007.0,Fin,2,702,Avg,Avg,Y,288,136,0,,,,2009,WD,239000
RL,24.0,2280,,Reg,Lvl,Inside,Gtl,other,Norm,Twnhs,2Story,6,5,1978,1978,Gable,Plywood,other,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,No,ALQ,311,Unf,544,855,GasA,BelowAvg,Y,SBrkr,855,601,1456,0,2,1,3,Avg,7,Typ,1,Avg,Attchd,1978.0,Unf,2,440,Avg,Avg,Y,26,0,0,,,,2010,WD,146000
RL,65.0,7150,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,BrkFace,60.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,432,Unf,460,892,GasA,Avg,Y,SBrkr,892,0,892,0,1,0,3,Avg,5,Typ,0,,Attchd,1967.0,RFn,1,288,Avg,Avg,Y,0,0,0,,GdWo,,2009,WD,100000
FV,34.0,3230,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,Avg,Avg,PConc,AboveAvg,Avg,No,GLQ,419,Unf,310,729,GasA,AboveAvg,Y,SBrkr,729,729,1458,0,2,1,2,Avg,5,Typ,1,BelowAvg,Detchd,1999.0,Unf,2,440,Avg,Avg,Y,0,32,0,,,,2007,WD,176000
RL,,8246,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,8,1968,2001,Gable,Plywood,Plywood,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,Mn,Rec,188,ALQ,204,1060,GasA,AboveAvg,Y,SBrkr,1060,0,1060,1,1,0,3,AboveAvg,6,Typ,1,Avg,Attchd,1968.0,Unf,1,270,Avg,Avg,Y,406,90,0,,MnPrv,,2010,WD,154000
RL,50.0,8000,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1948,2002,Gable,VinylSd,VinylSd,None,0.0,Avg,AboveAvg,CBlock,Avg,Avg,No,ALQ,680,Unf,292,972,GasA,AboveAvg,Y,SBrkr,972,0,972,1,1,0,2,Avg,5,Typ,1,AboveAvg,Detchd,1948.0,Unf,1,240,Avg,Avg,Y,0,0,0,,,,2009,WD,132000
RL,,7015,,IR1,Bnk,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,MetalSd,MetalSd,BrkCmn,161.0,Avg,Avg,CBlock,Avg,Avg,No,LwQ,185,Unf,524,709,GasA,Avg,Y,SBrkr,979,224,1203,1,1,0,3,AboveAvg,5,Typ,1,Avg,Detchd,1950.0,Unf,1,352,Avg,Avg,Y,0,0,0,,,,2009,WD,110000
RL,72.0,10778,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,1768,1768,GasA,Avg,N,SBrkr,1768,0,1768,0,2,0,4,Avg,8,Typ,0,,,,,0,0,,,Y,0,0,0,,,,2010,WD,136500
RL,70.0,7560,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Gable,BrkFace,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,LwQ,369,Unf,671,1040,GasA,Avg,Y,FuseA,1040,0,1040,0,1,0,3,Avg,6,Typ,0,,Attchd,1959.0,RFn,1,286,Avg,Avg,Y,140,0,0,,GdWo,,2006,WD,133700
RL,79.0,11526,,IR1,Bnk,Inside,Mod,Crawfor,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,BrkTil,AboveAvg,Avg,No,Unf,0,Unf,588,588,GasA,BelowAvg,Y,SBrkr,1423,748,2555,0,2,0,3,Avg,11,Min1,1,AboveAvg,Detchd,1993.0,Fin,2,672,Avg,Avg,Y,431,0,0,,,,2008,WD,191000
RL,76.0,9967,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,384,384,GasA,AboveAvg,Y,SBrkr,774,656,1430,0,2,1,3,Avg,8,Typ,1,Avg,BuiltIn,2000.0,RFn,2,400,Avg,Avg,Y,100,0,0,,,,2007,WD,170000
RL,,9101,,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,Plywood,Plywood,BrkFace,104.0,Avg,AboveAvg,PConc,AboveAvg,Avg,Av,GLQ,1097,Unf,0,1097,GasA,AboveAvg,Y,SBrkr,1110,0,1110,1,1,0,1,AboveAvg,4,Typ,1,Avg,Attchd,1978.0,Fin,2,602,Avg,Avg,Y,303,30,0,,,,2009,WD,165500
RL,50.0,8012,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,Plywood,Plywood,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,LwQ,165,GLQ,598,1604,GasA,AboveAvg,Y,SBrkr,1617,0,1617,1,2,0,2,AboveAvg,5,Typ,1,BelowAvg,Attchd,1993.0,RFn,2,533,Avg,Avg,Y,0,69,0,,,,2008,WD,193000
RL,85.0,10200,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,320,BLQ,404,1086,GasA,AboveAvg,Y,SBrkr,1086,0,1086,1,1,0,3,Avg,6,Typ,0,,Attchd,1989.0,Unf,2,490,Avg,Avg,Y,0,0,0,,GdWo,,2010,WD,144900
RL,78.0,7800,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,HdBoard,HdBoard,BrkFace,200.0,Avg,Avg,PConc,Avg,Avg,No,LwQ,540,Unf,728,1268,GasA,AboveAvg,Y,SBrkr,1268,0,1268,0,1,0,2,Avg,7,Typ,1,AboveAvg,Attchd,1954.0,Fin,1,244,Avg,Avg,Y,0,98,0,,,,2010,WD,132000
RL,60.0,6204,,Reg,Bnk,Inside,Gtl,other,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,AboveAvg,Avg,PConc,Avg,BelowAvg,No,Unf,0,Unf,795,795,GasA,Avg,N,SBrkr,954,795,2230,1,1,0,5,Avg,10,Typ,0,,Detchd,1997.0,Unf,1,440,Avg,AboveAvg,Y,0,188,0,,,,2006,WD,118500
RM,60.0,9600,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,7,1925,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,BrkTil,Avg,AboveAvg,No,LwQ,16,Unf,712,728,GasA,AboveAvg,Y,SBrkr,832,809,1641,0,1,1,3,AboveAvg,6,Typ,1,AboveAvg,Detchd,1925.0,Unf,2,546,BelowAvg,Avg,Y,0,0,0,,,,2006,WD,178000
RL,60.0,8172,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Hip,other,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,167,Unf,697,864,GasA,Avg,Y,SBrkr,864,0,864,1,1,0,2,Avg,5,Typ,0,,Detchd,1957.0,Unf,2,572,Avg,Avg,N,0,0,0,,,,2006,WD,115000
RL,80.0,9600,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Rec,504,Unf,546,1050,GasA,AboveAvg,Y,SBrkr,1050,0,1050,0,1,0,2,Avg,5,Typ,0,,Attchd,1956.0,Unf,1,338,Avg,Avg,Y,0,0,0,,,,2009,WD,128900
RL,,7861,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2002,2003,Gable,VinylSd,VinylSd,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,457,Unf,326,783,GasA,AboveAvg,Y,SBrkr,807,702,1509,1,2,1,3,AboveAvg,7,Typ,1,AboveAvg,Attchd,2002.0,Fin,2,393,Avg,Avg,Y,100,75,0,,,,2006,WD,183200
RL,66.0,13695,,Reg,Lvl,Inside,Gtl,SawyerW,RR,1Fam,1Story,5,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Avg,Avg,PConc,Avg,Avg,No,GLQ,646,Unf,468,1114,GasA,AboveAvg,Y,SBrkr,1114,0,1114,1,1,1,3,AboveAvg,6,Typ,0,,Detchd,2004.0,Unf,2,576,Avg,Avg,Y,0,102,0,,,,2008,WD,159000
RL,76.0,9591,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,344.0,AboveAvg,Avg,PConc,AboveAvg,Avg,Av,Unf,0,Unf,1143,1143,GasA,AboveAvg,Y,SBrkr,1143,1330,2473,0,2,1,4,AboveAvg,9,Typ,1,AboveAvg,BuiltIn,2004.0,RFn,3,852,Avg,Avg,Y,192,151,0,,,,2007,WD,317000
RL,80.0,17400,,Reg,Low,Inside,Mod,Mitchel,Norm,1Fam,1Story,5,5,1977,1977,Gable,BrkFace,BrkFace,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,936,Unf,190,1126,GasA,BelowAvg,Y,SBrkr,1126,0,1126,1,2,0,3,Avg,5,Typ,1,AboveAvg,Attchd,1977.0,RFn,2,484,Avg,Avg,P,295,41,0,,,,2006,WD,160000
RL,100.0,13350,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1974,1974,Hip,HdBoard,Plywood,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,762,Unf,102,864,GasA,Avg,Y,SBrkr,894,0,894,1,1,0,3,Avg,5,Typ,1,BelowAvg,Attchd,1974.0,Unf,2,440,Avg,Avg,Y,241,0,0,,MnPrv,,2006,WD,142500
RL,69.0,9920,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1969,1969,Gable,HdBoard,Plywood,None,0.0,Avg,Avg,CBlock,AboveAvg,Avg,Gd,ALQ,523,Unf,448,971,GasA,Avg,Y,SBrkr,971,0,971,0,1,1,3,Avg,5,Typ,1,BelowAvg,Attchd,1969.0,Unf,1,300,Avg,Avg,Y,0,0,0,,,,2006,WD,128500
RM,50.0,6000,,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,Unf,0,Unf,811,811,GasA,Avg,Y,FuseA,811,576,1387,0,2,0,3,AboveAvg,7,Typ,0,,BuiltIn,1954.0,Unf,1,256,Avg,Avg,Y,0,0,0,,,,2009,WD,93000
RL,70.0,8400,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,3,1957,1957,Hip,BrkFace,BrkFace,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,189,Rec,628,1478,GasA,AboveAvg,Y,SBrkr,1478,0,1478,1,1,1,3,Avg,6,Typ,2,AboveAvg,Attchd,1957.0,RFn,2,442,Avg,Avg,Y,114,0,0,,,,2009,WD,156500
RM,21.0,1680,,Reg,Lvl,Inside,Gtl,other,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,HdBoard,HdBoard,BrkFace,604.0,Avg,Avg,CBlock,Avg,Avg,No,ALQ,358,Unf,125,483,GasA,Avg,Y,SBrkr,483,504,987,0,1,1,2,Avg,5,Typ,0,,Detchd,1971.0,Unf,1,264,Avg,Avg,Y,0,0,0,,,,2008,WD,89500
RL,88.0,8471,,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,SLvl,6,7,1977,1995,Gable,HdBoard,Plywood,BrkFace,46.0,Avg,Avg,CBlock,AboveAvg,AboveAvg,Av,ALQ,506,Unf,0,506,GasA,Avg,Y,SBrkr,1212,0,1212,1,1,0,3,Avg,6,Typ,1,Avg,Attchd,1978.0,Unf,2,492,Avg,Avg,Y,292,12,0,,GdWo,,2006,WD,151000
RL,70.0,7931,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1960,1960,Gable,BrkFace,Wd Sdng,None,0.0,Avg,Avg,CBlock,Avg,Avg,No,BLQ,374,LwQ,363,1269,GasA,Avg,Y,FuseA,1269,0,1269,0,1,1,3,Avg,6,Typ,1,BelowAvg,Detchd,1964.0,Unf,1,308,Avg,Avg,Y,0,0,0,,,,2008,WD,155000
RM,59.0,10690,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,5,7,1920,1997,Hip,VinylSd,VinylSd,None,0.0,Avg,AboveAvg,CBlock,Avg,BelowAvg,No,Rec,456,Unf,216,672,GasA,AboveAvg,Y,FuseA,672,672,1344,0,1,0,3,Avg,6,Typ,0,,Detchd,1964.0,Unf,1,468,Avg,BelowAvg,Y,0,128,0,,,,2009,WD,147000
RM,50.0,6000,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,AboveAvg,Avg,PConc,Avg,Avg,No,Unf,0,Unf,884,884,GasA,AboveAvg,Y,SBrkr,904,0,904,0,1,0,2,Avg,4,Typ,0,,Detchd,1926.0,Unf,1,180,Avg,Avg,Y,0,0,0,,,,2009,WD,119000
RL,79.0,9480,,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,2Story,5,7,1942,1995,Gable,MetalSd,MetalSd,Stone,224.0,Avg,Avg,CBlock,Avg,Avg,No,LwQ,386,Unf,342,728,GasA,AboveAvg,Y,SBrkr,888,756,1644,0,1,1,3,AboveAvg,7,Typ,2,AboveAvg,Attchd,1942.0,Unf,1,312,Avg,Avg,Y,168,0,0,,,,2007,WD,146500
RL,,9240,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,396.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,Unf,0,Unf,1055,1055,GasA,AboveAvg,Y,SBrkr,1055,1208,2263,0,2,1,3,AboveAvg,7,Typ,1,Avg,BuiltIn,2001.0,Fin,2,905,Avg,Avg,Y,0,45,0,,,,2008,WD,287000
RL,,10762,,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,344.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,694,Unf,284,978,GasA,AboveAvg,Y,SBrkr,1005,978,1983,0,2,1,3,AboveAvg,9,Typ,1,Avg,Attchd,1999.0,Fin,2,490,Avg,Avg,Y,0,0,0,,,,2009,WD,225000
RL,50.0,8405,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,MetalSd,MetalSd,None,0.0,Avg,Avg,BrkTil,Avg,AboveAvg,No,Rec,241,BLQ,229,861,GasA,AboveAvg,Y,SBrkr,961,406,1367,1,1,0,4,Avg,7,Typ,0,,Detchd,1978.0,Unf,1,384,Avg,Avg,Y,0,130,0,,MnPrv,,2008,WD,119000
RL,60.0,7200,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,other,HdBoard,None,0.0,Avg,AboveAvg,CBlock,AboveAvg,Avg,Av,GLQ,660,Unf,108,768,GasA,AboveAvg,Y,SBrkr,768,0,768,0,1,0,2,Avg,5,Typ,0,,Detchd,1974.0,Fin,1,396,Avg,Avg,Y,192,0,0,,MnPrv,,2009,WD,133900
RL,,13346,,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1992,2000,Gable,HdBoard,HdBoard,None,0.0,AboveAvg,Avg,PConc,AboveAvg,Avg,No,GLQ,728,Unf,367,1095,GasA,AboveAvg,Y,SBrkr,1166,1129,2295,1,2,1,4,AboveAvg,9,Typ,1,Avg,Attchd,1992.0,RFn,2,590,Avg,Avg,Y,0,40,0,,,,2006,WD,268000
RM,51.0,6120,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,2,3,1936,1950,Gable,other,other,None,0.0,BelowAvg,BelowAvg,BrkTil,Avg,BelowAvg,No,Unf,0,Unf,264,264,other,BelowAvg,N,FuseA,800,0,800,0,1,0,1,BelowAvg,4,Maj1,1,BelowAvg,,,,0,0,,,N,0,0,0,,,,2009,other,60000
